sample_id	total	oxidoreductase_activity	sphingosine_hydroxylase_activity	monooxygenase_activity	electron_transfer_activity	oxygen_evolving_activity	steroid_dehydrogenase_activity	oxidoreductase_activity__acting_on_CH_OH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_CH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH2_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH_group_of_donors	oxidoreductase_activity__acting_on_NAD_P_H	oxidoreductase_activity__acting_on_other_nitrogenous_compounds_as_donors	oxidoreductase_activity__acting_on_a_sulfur_group_of_donors	oxidoreductase_activity__acting_on_a_heme_group_of_donors	oxidoreductase_activity__acting_on_diphenols_and_related_substances_as_donors	oxidoreductase_activity__acting_on_peroxide_as_acceptor	oxidoreductase_activity__acting_on_hydrogen_as_donor	oxidoreductase_activity__acting_on_single_donors_with_incorporation_of_molecular_oxygen	oxidoreductase_activity__acting_on_paired_donors__with_incorporation_or_reduction_of_molecular_oxygen	oxidoreductase_activity__acting_on_superoxide_radicals_as_acceptor	oxidoreductase_activity__acting_on_metal_ions	oxidoreductase_activity__acting_on_CH_or_CH2_groups	oxidoreductase_activity__acting_on_iron_sulfur_proteins_as_donors	oxidoreductase_activity__acting_on_reduced_flavodoxin_as_donor	oxidoreductase_activity__acting_on_the_aldehyde_or_oxo_group_of_donors	pyrogallol_hydroxytransferase_activity	X2_octaprenylphenol_hydroxylase_activity	arsenate_reductase_activity	oxidoreductase_activity__acting_on_phosphorus_or_arsenic_in_donors	sulfur_reductase_activity	selenate_reductase_activity	X2_desacetyl_2_hydroxyethyl_bacteriochlorophyllide_a_dehydrogenase_activity	glycyl_radical_enzyme_activating_activity	crotonyl_CoA_reductase_activity	NADPH_sulfur_oxidoreductase_activity	tRNA__2_methylthio_N_6__cis_hydroxy_isopentenyl_adenosine__hydroxylase_activity	geranylgeranyl_reductase_activity	violaxanthin_de_epoxidase_activity	oxidoreductase_activity__acting_on_X_H_and_Y_H_to_form_an_X_Y_bond	dioxygenase_activity	X3_8_divinyl_protochlorophyllide_a_8_vinyl_reductase_activity	uracil_oxygenase_activity	epoxyqueuosine_reductase_activity	fatty_acid_alpha_hydroxylase_activity	transmembrane_monodehydroascorbate_reductase_activity	Remaining
0159_AP39_21144_20180121_ST	2317245	28384.2261904762	0	1343.93333333333	5694.29126984128	0	295.708333333333	20145.1611111111	7096.63333333333	7533.76904761905	4877.96190476191	4278.22460317461	702.526190476191	4718.6375	14.5095238095238	2.83333333333333	1317.55	611.966666666667	626	439.384523809524	144.5	179.666666666667	10289.1595238095	246.15	0	7203.02023809523	0	0	52.9166666666665	52.9166666666665	0	4.66666666666667	0	609.516666666667	0	0	0	0	0	197.166666666667	1046.70119047619	0	0	176	0	0	2208959.30218254
0159_AY44_33305_20200110_ST	2305156	34512.3416666667	0	1115.25	5624.05	0	447.375	20764.4666666667	6914.26666666667	6162.91666666667	4562.45	2723.28333333333	410.597619047619	3372.52152777778	16.5642857142857	0.35	1487.85	1071.85	645.75	166.675	108.541666666667	116.566666666667	4030.61666666667	338.45	0	8255.5119047619	2.25	0	59.5	59.5	0	0.25	0	469.666666666667	0	0	0	4.8	0	417	1146.09166666667	0	0	215.416666666667	0	0	2199933.2796627
0159_AS41_40087_20190717_ST	2293281	30294.6833333333	0	1469.75	5678.98095238095	0	477.333333333333	21474.1222222222	7463.83333333333	6859.20000000001	4089.58333333333	4780.03333333333	699.180952380953	4865.98472222222	3.36428571428571	0	2114.29166666667	525.3	1033.66666666667	166.166666666667	134.625	322.833333333334	3504.41666666667	268	0	6117.58333333333	0	0	27	27	0	0	0	308.5	0	0	0	0	0	261	1363.08333333333	0	0	120.333333333333	0	0	2188831.15019841
0159_AA34_42487_20190921_ST	2288494	30957.1666666667	0	1386.3	5204.62169312169	0	246.666666666667	27341.7416666667	6821.82738095238	6810.8	3873.44761904762	5219.64947089947	3143.72023809524	5197.69722222222	86.2936507936509	17.85	1993.38333333333	955.266666666667	753	802.290476190476	130.25	522.3	7861.71428571428	367.008333333334	0	9388.73174603175	0	0	110.416666666667	110.416666666667	0	10.3333333333333	0	410.35	0	0	6	0	0	61.75	929.557142857143	0	1	92	0	0	2167680.44907407
0159_AP39_21010_20171118_ST	2285281	26226.3833333333	0	1337.93333333333	4874.04365079365	0	265.375	21680.8305555556	6769.25	7368.18333333334	4926.4	3962.10793650794	601.004761904762	4257.86388888889	10.6380952380952	0.2	1419.575	568.016666666667	794.25	305.05	98	263.166666666667	3928.83333333333	564.55	0	7010.83333333333	0	0	33	33	0	0.333333333333333	0	388.95	0	0	0	0	0	204	1002.33333333333	0	0	174.916666666667	0	0	2186211.97777778
0159_AJ09_750044_20191116_ST	2273640	29196.4666666667	0	1465.5	5975.23571428571	0	236.916666666667	19948.775	6549.41666666667	7144.88333333333	4611.18333333333	4665.18333333333	536.419047619048	3987.47083333333	12.852380952381	0.366666666666666	1507.6	702.4	627.333333333333	373.7	129.833333333333	104.333333333333	3962	352.583333333333	0	6562.70833333333	0	0	69.25	69.25	0	1	0	336.5	0	0	0.0454545454545454	0	0	256.25	922.183333333333	0	0	158.583333333333	0	0	2173173.77656926
0159_AA34_42489_20190928_ST	2258339	50360.5	0	4275.17738095238	8353.15264550265	0	549.833333333333	39742.8722222222	11056.2142857143	7633.06666666667	5363.41428571428	7312.93439153439	6737.57142857143	7597.03055555556	242.546825396825	143.566666666667	2293.69880952381	1347.58333333333	1585.16666666667	3556.25952380952	207.472222222222	717.816666666666	6308.2119047619	1016.6	0	21171.1353174603	0	0	148.75	142.916666666666	0	33.6666666666667	0	439.05	0	0	91.5	0	0	768.5	3787.91547619047	0	6.66666666666667	168.166666666667	0	0	2065180.04272487
0159_AQ29_10077_20180415_ST	2254512	32009.4	0	1329.53333333333	6282.61507936508	0	91.25	16332.2027777778	5873.03333333333	5863.28333333333	4002.64285714286	5083.47222222223	359.357142857143	2842.92361111111	8.22380952380952	0.2	1476.63333333333	429.116666666666	324.916666666667	96.4166666666667	141.791666666667	35.1666666666667	3239.91666666666	221.733333333334	0	5100.66666666667	0.5	0	36.75	36.75	0.5	0	0	349.783333333333	0	0	0	0	0	58	796.416666666667	0	0	159.75	0	0	2161929.05416667
0159_AA34_42183_20180730_ST	2241752	42168.75	0	1844.15	5168.72698412698	0	254.583333333333	33357.8357142857	7887.28809523809	5385.95	4670.70714285714	4365.2373015873	3477.68571428572	5168.23888888889	118.496825396825	25	1475.85714285714	1695.13333333333	728.791666666667	1527.37023809524	210.583333333333	506.166666666667	5960.11666666667	551.950000000001	0	13868.6773809524	0	0	87	86.5	0	67	0	452.916666666667	0	0	0	0	0	581.75	2653.29523809524	0	2	129.75	0	0	2097274.49166667
0159_AY44_33272_20191114_ST	2238953	30314.7333333333	0	1172.075	4794.59523809524	0	236.875	18135.7666666667	5478.73333333333	5502.73333333333	3747.86666666667	2778.69841269842	592.059523809523	3036.24861111111	15.4873015873016	0.716666666666666	1297.275	814.333333333333	503.083333333333	129.925	91.9583333333335	87.0833333333333	4069.41666666667	481.366666666667	0	5712.37738095238	0.75	0	83.5	83.5	0	0.333333333333333	0	341.333333333333	0	0	0	0	0	829.25	1307.21666666667	0	0	157.25	0	0	2147156.45853175
0159_AP39_21356_20180515_ST_E21	2234665	29758.5833333333	0	1092.60833333333	5416.36984126984	0	696.541666666667	21272.55	7475.97142857143	7240.1	4130.91666666667	3466.5880952381	783.030952380952	4189.53472222222	16.5198412698413	1.56666666666667	1601.22976190476	911.75	615.416666666667	194.008333333333	115.708333333333	210.916666666667	4163.70238095238	282.9	0	7902.68214285714	0.75	0	37.25	37.25	0	3	0	361.916666666667	0	0	0	0	0	653.5	1025.53333333333	0	0	167.166666666667	0	0	2130839.4375
0159_AY44_33285_20191118_ST	2230610	28689.4	0	1236.375	4632.51349206349	0	341.083333333333	21353.725	6529.1380952381	6966.76666666666	4309.91666666667	1824.16111111111	740.873809523809	3189.14027777778	16.9071428571429	0.933333333333334	1051.1	764.049999999999	744.916666666665	42.5083333333333	90.2083333333335	111.25	3872.08333333333	624.266666666667	0	5846.89166666667	0	0	78.5	78.5	4	2.66666666666667	0	482.833333333333	0	0	0	0	0	313	922.55	0	0	204.166666666667	0	0	2135545.57440476
0159_AP39_21699_20180811_ST	2221629	29421.9202380952	0	3628.44166666667	7955.85515873015	0	347.375	23286.2833333333	10336.0702380952	7470.08333333333	6137.86666666667	7566.98333333333	3720.61666666667	8721.35555555555	260.603968253968	41.9166666666666	2151.58055555555	610.566666666667	758.125	1963.25	255.333333333333	432.65	6291.5	425.390476190476	0	11015.5333333333	0	0	139	139	0	31.6666666666667	0	456.116666666667	0	0	1.5	0	0	787.5	1255.12380952381	1.5	0	178.833333333333	0	0	2085839.45833333
0159_AZ03_32054_20190917_STLS	2213449	27911.5595238095	0	1114.13333333333	5644.99126984127	0	193.5	19408.2333333333	6023.125	6246.81666666667	4197.95	3425.61349206349	618.833333333333	3339.49166666667	14.4944444444444	0.95	1195.925	591.45	527.5	173.283333333333	114.166666666667	88.3333333333333	3778.75	444.683333333333	0	5539.06904761904	0	0	69.9166666666665	69.9166666666665	0	3	0	385.7	0	0	0.5	0	0	106.75	738.233333333333	0	0	169.166666666667	0	0	2121312.96388889
0159_AJ09_750005_20190925_ST	2205757	28064.3333333333	0	1235.70833333333	4882.60714285714	0	300.083333333333	19830.1833333333	6129.58333333333	6104.58333333333	3953.3	2823.95	663.72380952381	3529.28333333333	6.3404761904762	0	1396.54166666667	696.316666666667	798.5	59.9583333333334	85.625	227	3402.25	612.766666666666	0	5493.64166666667	0	0	37.6666666666667	37.6666666666667	0	1.66666666666667	0	395.45	0	0	0	0	0	280	964.25	0	0	147.333333333333	0	0	2113596.68690476
0159_AS41_40071_20190501_ST	2199443	32571.2666666667	0	943.625	6464.13333333333	0	237.75	18681.3833333333	7081.075	6597.06666666667	4195.26666666667	3608.7	455.640476190476	3865.64166666667	10.5904761904762	0.333333333333334	1331.61666666666	768.383333333333	474.791666666667	130	139.458333333333	100.366666666667	4217.6	437.316666666666	0	7028.28333333333	0.5	0	76.5	76.5	0	0.666666666666667	0	345	7	0	0	0.333333333333333	0	122.5	798.416666666667	0	0	210	0	0	2098465.29404762
0159_AP39_21014_20171107_ST	2194896	30067.1595238095	0	915.916666666668	4811.50317460318	0	269.416666666667	19470.9388888889	6166.075	5741.61666666666	3681.5	2483.22222222222	595.819047619048	3168.24444444444	5.91904761904763	0.1	1312.48333333333	653.766666666666	643.833333333335	62.3333333333333	93.5833333333335	141.166666666667	3436.15	392.95	0	5898.34166666667	0.5	0	85.25	85.25	0	3	0	392.25	0	0	0	1.33333333333333	0	288.75	892.75	0	0	180.25	0	0	2102954.62698413
0159_AV42_66170_20190905_ST	2190389	28292.4166666667	0	1291.98333333333	5360.67142857143	0	346.791666666667	22252.1916666667	7204.26666666666	6842.28333333334	4312.55952380952	4317.80158730159	1194.30476190476	4476.45972222222	29.5269841269841	7.33333333333333	1405.37142857143	602.616666666667	647.583333333333	563.304761904762	136.125	249.666666666667	3922.89761904762	429.633333333333	0	7303.85833333333	2.75	0	68	68	0.25	8.83333333333333	0	311.933333333333	0.5	0	0	0.666666666666667	0	110.25	1382.90476190476	0	0.666666666666667	157.083333333333	0	0	2087087.5140873
0159_AB10_101585_20180920_ST	2185272	31171.3333333333	0	1157.16785714286	5315.80238095238	0	292.541666666667	18751.1166666667	6359.03333333333	6107.26666666667	4247.88333333333	3388.61666666667	559.790476190476	4051.06944444445	12.847619047619	1.48333333333333	1376.80833333333	775.183333333333	517.25	219.309523809524	132.25	146.366666666667	3812.29285714286	397.916666666667	0	6608.10476190476	1.75	0	71.6666666666665	71.1666666666665	0	0	0	388.983333333333	0	0	1	4.66666666666667	0	369	902.041666666666	0	0.333333333333333	177.666666666667	0	0	2087882.29007937
0159_AQ29_10042_20171130_ST	2175046	27904.8833333333	0	1113.625	5845.21031746032	0	333.833333333333	21708.0666666667	7166.15833333333	7835.75	4620.36666666667	3753.32222222222	791.404761904762	4217.02916666666	10.9714285714286	0.133333333333333	1447.95	977.666666666667	548	221.791666666667	106.166666666667	155.833333333333	4130.75	109.566666666667	0	7267.02619047619	0	0	30	30	0	0	0	334.333333333333	0	0	0	0	0	386.75	624.916666666667	0	0	143.333333333333	0	0	2073231.1609127
0159_AZ03_32093_20191209_ST	2171267	27290.5333333333	0	1323.5	5344.46587301587	0	236.5	19369.9666666667	6188.76666666667	6529.95000000001	3970.5	3410.61111111111	674.528571428572	3573.31805555556	9.59523809523809	0.966666666666666	1291.08333333333	533.766666666667	613.833333333335	206	120.708333333333	145.2	3441.41666666667	364.7	0	6159.98333333333	0.5	0	80	80	0	0	0	353.75	0	0	0	0	0	109.5	842.583333333333	0	0	169.833333333333	0	0	2078830.93948413
0159_AZ03_32052_20190827_STHS	2161353	30929.0666666667	0	2240.925	5714.6873015873	0	285.333333333333	23070.1	7434.81071428571	6786.76666666667	4316.92380952381	5644.06587301587	1509.62420634921	5082.16944444444	93.5714285714286	29.1666666666667	1867.88809523809	374.966666666667	785.833333333333	1094.7119047619	133.458333333333	419.833333333333	3882.45238095238	479.002777777777	0	9103.55119047619	0	0	94.75	93.75	0.5	8	0	289.2	0	0	43.5	0	0	141	1428.94801587302	0	2.66666666666667	122.083333333333	0.5	0	2047849.19285714
0159_AA34_42460_20191014_ST	2145119	30840.0666666667	0	1669.50833333333	6139.85264550265	0	548.083333333333	23928.025	7884.08571428571	6822.08333333334	4505.56904761905	4494.0082010582	2302.88333333333	5379.56666666667	72.5777777777778	13.7666666666666	1556.81309523809	1098.81666666667	687.25	967.259523809524	157.5	419.833333333333	6832.35714285715	308.316666666667	0	9977.74126984127	0	0	57.6666666666665	57.6666666666665	0	48	0	459.5	0.5	0	2.5	0	0	847	1200.66785714286	0	1.66666666666667	141.833333333333	0	0	2025696.03439153
0159_AP39_21033_20171106_ST	2142578	27673.7666666667	0	1052	5096.50158730159	0	286.25	18750	6023.75	6012.06666666667	3999.75	3412.27777777777	757.607142857143	3474.60138888889	14.7571428571429	2.4	1429.58333333333	691.683333333333	674.75	178.541666666667	128.791666666667	130.666666666667	3543.86666666667	404.316666666667	0	6258.22619047619	2.75	0	57.75	57.75	0	1.33333333333333	0	342.25	0	0	0	0	0	112.5	1250.575	0	0	157.916666666667	0	0	2050599.02043651
0159_AP39_21131_20180213_ST	2139721	26469	0	1212.33333333333	4996.93174603174	0	312.85	21932.85	6339.325	6443.21666666667	4221.80238095238	3486.42222222222	507.176190476191	4149.57638888889	13.6095238095238	0	1210.025	775.3	777.208333333335	161.208333333333	123.583333333333	279.9	3787.33333333333	298.9	0	6888.05	0	0	97.6666666666668	88.8333333333335	0	2	0	463.916666666667	0	0	0	0	0	397.75	971.583333333333	0	0	188.916666666667	0	0	2043123.73154762
0159_AB10_26137_20180827_ST	2127428	26669.1777777778	0	1089.625	4446.28095238095	0	309.875	19066.95	5893.66666666667	5895.31666666666	3991.45	2801.65	586.864285714285	3235.475	10.1476190476191	0	1245.56666666667	521.066666666667	568.083333333333	186.458333333333	102.541666666667	145.833333333333	3280.18333333334	383.65	0	5639.15238095238	2.5	0	131.75	131.75	0	0	0	349.166666666667	0	0	0	0	0	163.25	779.083333333333	0	0	141.583333333333	0	0	2039659.90198413
0159_AP39_21027_20171120_ST	2097963	24742.6	0	1171.66666666667	5010.62857142857	0	239.583333333333	20485.55	6156.95833333333	6986.70000000001	4418.5	4471.68333333334	645.245238095238	4293.09861111111	12.3285714285714	0.0666666666666666	1307.45833333333	391.8	536.916666666667	429.75	97.9166666666667	198.4	3395.41666666666	238.55	0	6739.85	0	0	55.5	55.5	0.5	0	0	251.416666666667	0	0	0	0	0	236.5	998.5	0	0	119.5	0	0	2004274.9156746
0159_AP39_21403_20180907_ST_E21	2094105	31413.4166666667	0	855.025	5398.24603174604	0	328.25	18685.4456349206	6263.78809523809	5933.91666666667	4355.82619047619	3218.7746031746	552.280952380952	3474.45555555556	14.7690476190476	1.31666666666667	1422.83333333333	844.816666666666	542.791666666667	69.1047619047619	144	102.366666666667	3900.75952380953	486.816666666666	0	7341.94761904762	1.75	0	63.9166666666665	63.9166666666665	0	1.41666666666667	0	351.333333333333	0	0	0	2.33333333333333	0	268.25	878.021428571429	0	0	194.666666666667	0	0	1996928.44722222
0159_AB10_26298_20181218_ST	2093895	27891.8333333333	0	1731.65	5121.78571428572	0	323.166666666667	20423.2166666667	6444.49285714286	6238.23333333334	4075.08333333333	3698.43333333333	862.339285714286	3860.73194444444	29.1	11.4	1384.71666666667	438.183333333333	689.958333333333	612.891666666667	134.291666666667	168.233333333333	3559.11904761905	557.225	0	7051.68333333333	1.5	0	71.75	71.75	0	0.666666666666667	0	314.566666666667	0.5	0	11.5454545454546	0	0	150.5	1237.26666666667	0	2	162.25	0	0	1996562.93569625
0159_AQ29_10104_20180715_ST	2088892	26352.725	0	927.875	5710.80317460318	0	339.833333333333	19531.2555555556	6921.45	7000.36666666667	4160.13333333333	4235.00555555556	604.038095238095	4032.84861111111	9.90476190476191	0.166666666666667	1253.23888888889	568.216666666667	555.666666666667	165.125	125.833333333333	197.333333333333	3689.61666666666	286.066666666667	0	6183.75952380953	4	0	93.6666666666665	93.6666666666665	0	0.5	0	319.2	0	0	0	0.333333333333333	0	126	907.916666666667	0	0	142.833333333333	0	0	1994352.62083333
0159_AK37_71037_20181003_ST	2083439	27918.05	0	1106.90833333333	5235.8246031746	0	310.75	18521.9706349206	6609.99090909091	6219.41666666667	3934.67619047619	3488.96111111111	561.309523809524	3730.00972222222	12.9539682539683	1.7	1385.41666666667	902.383333333333	590.666666666667	194.708333333333	119.958333333333	165.366666666667	3689.50952380952	445.65	0	6854.71904761905	0.5	0	58	58	0	1	0	295.2	0	0	1.5	4.66666666666667	0	203.75	1154.41666666667	0	0.333333333333333	178.583333333333	0	0	1989482.14976551
0159_AB10_26267_20190116_ST	2080992	25926.25	0	1222.825	4996.96904761905	0	225.375	19013.8666666667	6104.7	6438.06666666666	4514.45	3370.65	653.735714285714	3610.33333333333	10.7857142857143	0.133333333333333	1358.64166666667	467.1	637.75	293.958333333333	122.583333333333	167.166666666667	3607	282.283333333334	0	5449.66666666667	0	0	87.25	87.25	0	0	0	339.033333333333	0	0	0	0	0	97	792.333333333333	0	0	140	0	0	1990974.84285714
0159_AB10_26420_20190311_ST	2069327	28985.4166666667	0	1026.375	4940.3	0	477.708333333333	16924.2944444444	6540.81666666666	6035.71666666667	3982.81666666667	3172.81984126984	540.766666666667	4218.95972222222	7.7111111111111	1.88333333333333	1387.03888888889	712.216666666666	491.875	201.2	145.875	175.666666666667	3822.06666666667	333.766666666666	0	7018.58690476191	2.25	0	36.75	37.0833333333333	0	1	0	307.816666666667	0	0	4	0	0	660.25	941.15	0	0.333333333333333	184.5	0	0	1976007.9890873
0159_AZ03_32051_20190819_STHS	2058785	29624.4166666667	0	1079.83333333333	5065.41984126985	0	348.791666666667	18023.6051282051	6556.00192307692	6003.28333333333	3704.39285714286	3186.16666666667	780.514285714286	3737.94722222222	19.4698412698413	2.43333333333333	1458.525	656.533333333334	539.75	255.271428571429	131.833333333333	257.166666666666	3536.4	257.9	0	6555.57738095237	2.5	0	73.8333333333335	73.8333333333335	0	3.66666666666667	0	300.533333333333	0	0	0	3.13333333333333	0	334.5	960.771428571429	0	0.333333333333333	163.25	0.5	0	1965086.91199634
0159_AA34_42423_20190503_ST	2050959	29329.9333333333	0	726.049999999999	5163.62380952381	0	949.791666666667	21698.6083333333	7148.625	7040.81666666666	4241.11666666666	3026.30634920635	1404.1880952381	3884.0625	36.0269841269842	4.08333333333333	1422.73333333333	1115.05	662.916666666665	112.058333333333	118.75	72.5	4384.55952380953	334.366666666667	0	7347.69404761905	0	0	10.6666666666667	10.6666666666667	0	2.66666666666667	0	353.75	0	0	0	0	0	1396.25	742.525	0	0	87.9166666666667	0	0	1948130.69702381
0159_AS41_40088_20191004_ST	2041914	25158.1023809524	0	1400.28333333333	5984.17857142857	0	115.041666666667	16299.9611111111	5950.25833333333	5920.68333333333	4114.23333333333	4874.26666666667	693.561904761905	3338.30833333333	38.3738095238096	4.13333333333333	1540.65833333333	375.033333333334	432.866666666667	195.808333333333	123.25	67.7	3197.08333333334	380.233333333333	0	4947.15	0	0	82.75	82.75	0	0	0	295.233333333333	0	0	2.5	0	0	70.25	608.891666666666	0	0.666666666666667	196.166666666667	0	0	1955423.62222222
0159_AY44_33260_20191106_ST	2031173	33778.8845238095	0	881.633333333334	6424.21428571428	0	209.125	17371.1833333333	6243.6	5494.06666666667	3786.31666666667	3218.01666666667	328.47380952381	3863.48194444444	6.10714285714286	0.3	1308.24642857143	853.516666666667	515.041666666667	106.433333333333	131.75	141.5	3741.88333333333	265	0	7953.11666666667	0.75	0	56	56	0	1.66666666666667	0	244.883333333333	0	0	0	11	0	290.25	753.875	0	0	151.166666666667	0	0	1932985.51686508
0159_AY44_33252_20190930_ST	2019013	26092.8166666667	0	1144.24166666666	5284.61481481481	0	259.583333333333	19147.8166666667	6556.80833333333	6643.55	4301.3	4317.16481481481	688.709523809524	4504.78472222222	24.6261904761904	7.75	1352.9	793.566666666667	812.666666666665	284.991666666667	129.291666666667	237	3732.73571428571	251.166666666666	0	6600.22539682539	0	0	34.4166666666667	34.4166666666667	0	5.73333333333333	0	339.35	0	0	0	0	0	259	1146.95	0	0	156.416666666667	0	0	1923868.40548942
0159_AP39_21210_20180228_ST	2008385	27126.3857142857	0	1088.86666666667	4217.78253968254	0	274.291666666667	19158.4833333333	5137.275	5768.48333333333	3662.2	2682.07777777777	646.271428571429	3065.57916666667	7.36190476190477	0.65	1024.175	507.983333333333	518.75	305.766666666667	108.958333333333	80	3614.08333333333	447.5	0	5500.2	0	0	56.9166666666665	56.9166666666665	0.75	1.33333333333333	0	333.416666666667	0	0	0	0	0	158.25	780.333333333333	0	0	147.333333333333	0	0	1921906.62480159
0159_BC12_41004_20171127_ST	2004065	26516.7261904762	0	1113.28333333333	4965.76587301587	0	249.375	18381.2638888889	5929.71071428571	7080.9	4391.78333333333	3805.14444444444	592.611904761905	3903.30277777778	7.8952380952381	1	1313.91666666667	631.816666666667	594.666666666667	306.583333333333	127.666666666667	132.566666666667	3496.41666666667	298.55	0	5744.475	0	0	47.75	47.75	0	2.66666666666667	0	298.333333333333	0	0	0.090909090909091	0	0	153.75	833.25	0	0	138.75	0	0	1912957.23805916
0159_AK37_71012_20180504_ST	2000380	26367.8095238095	0	1182.90833333333	5552.92539682539	0	313.75	19009.0277777778	6705.08809523809	6381.21666666667	4394.38333333333	4160.80952380952	789.019047619047	4782.12083333333	22.3634920634921	2.55	1363.44166666666	681.816666666666	702.625	276.483333333333	151.541666666667	238.9	3701.83333333333	391.15	0	6297.80476190476	0.5	0	91.8333333333335	91.8333333333335	0	3.83333333333333	0	345.3	0	0	0	0	0	267	1103.4	0	0.333333333333333	169	0	0	1904837.39821429
0159_AP39_21167_20171214_ST	1992187	35433.0666666667	0	1607.31666666667	5809.9496031746	0	565.291666666667	28074.5972222222	7795.09285714286	5572.15	4194.42619047619	4289.03888888889	3636.00833333333	4198.24861111111	122.114285714286	27.8666666666667	1310.34642857143	1400.45	616.375	1255.54642857143	161.333333333334	416.666666666667	5250.97619047619	486.075	0	10805.6511904762	0	0	122.25	120.75	0	32.6666666666667	0	299.833333333333	0	0	1	0	0	713.75	1182.35476190476	0	2.66666666666667	105.75	0	0	1866577.3906746
